name,description,cook_time,level,servings,instructions,image_path
Cuốn Chả Chay,Cuốn chả chay thanh đạm nhẹ bụng cho ngày cuối tuần. Vừa ngon miệng lại ngon mắt với đa sắc từ nguyên liệu. Còn vị như thế nào thì vào bếp nấu ngay sẽ rõ!,15,Dễ,4,"Lá tù hủ ky lau sạch, cắt chia 4 miếng đều nhau.
Đậu hũ chần qua nước sôi vắt ráo nước rồi dùng cối quét nhuyễn.
Cà rốt cắt thanh dài bằng lá rong biển luộc chín. Cọng ngò rí cắt nhỏ. Tiêu xanh đập dập.
Trộn đều giò sống, đậu hũ, cọng ngò rí, hành boaro phi, 1 nhánh tiêu xanh đập dập, nêm 1m dầu ăn, 1/2m đường, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® Nấm, trộn đều, cho nhân vào tủ lạnh 15 phút để thấm đều gia vị và tạo độ dẻo cho nhân.
Chia đều nhân thành 4 phần. Đặt miếng tàu hủ ky lên thớt, phết đều một phần nhân lên, cho thanh cà rốt vào giữa nhân cuộn tròn chặt tay, ấn hơi dẹp một bên cuốn chả, cho vào hấp 10 phút, cuốn chả chín lấy ra để 5 phút, sau đó đặt vào giữa lá rong biển gấp hai mí lại đều nhau dùng tay ấn nhẹ để lá rong biển dính vào chả.
Cắt cuốn chả chay ra thành miếng vừa ăn, xếp thành hình bông hoa lên dĩa dùng kèm rau sống chấm Nước tương “Phú Sĩ” và ớt cắt lát.
Món ăn ngon đi kèm: Nấm bào ngư xào sả ớt",recipe_images/Cuốn_chả_chay.jpg
Chả Cốm Tạo Hình,"Ai nhớ nhung vị mùa thu Hà Nội thì đây chính là liều thuốc cho trái tim. Chả cốm dẻo thơm bên trong, giòn giòn bên ngoài, chứa trọn tinh hoa ẩm thực Hà Thành.",10,Dễ,4,"Tôm đông lạnh: 100g quết nhuyễn, 50g cắt hạt lựu.
Trộn giò sống với tôm đông lạnh đã quết, tôm cắt hạt lựu, 1M tóp mỡ băm, 1M hành tỏi băm, 1/2m tiêu xay, 1M đầu hành băm, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2m Hạt nêm Aji-ngon® Heo, 1M ớt sừng băm. Trộn đều. Cho tiếp 50g cốm vào trộn chung. Cho vào tủ mát 30 phút. Phần cốm còn lại đem xay nhỏ.
Tắc vắt lấy nước, vỏ tắc băm nhỏ.
Dàn chả ra thành miếng to, dày 7mm. Dùng khuôn tạo thành hình tròn nhỏ dày 8mm hoặc vuông cạnh 3cm. Đặt các miếng chả lên lá sen, đem hấp khi nước sôi khoảng 10 phút hoặc có thể hấp bằng lò vi sóng trong vòng 1 – 2 phút. Lấy ra để nguội.
Áo chả hình vuông và tròn qua lòng trắng trứng, lăn chả hình vuông qua cốm xay, còn chả hình tròn lăn qua bột xù. Đun nóng dầu ăn, chiên vàng chả cốm, vớt ra để ráo dầu.
Pha xốt chấm: Trộn đều 4M Xốt Mayonnaise Aji-mayo® với 2m nước cốt tắc, 2M tương ớt và 2m vỏ tắc chín băm.
Trình bày trong đĩa có lót hoa sen. Khi ăn chấm xốt pha. Dùng như món khai vị.
Món ăn ngon đi kèm: Lẩu gà cơm mẻ",recipe_images/Chả_cốm_tạo_hình.jpg
Gà Chiên Xá Xị,"Xá xị – không chỉ là thức uống yêu thích của biết bao nhiêu thế hệ mà dùng nấu ăn cũng rất gì và này nọ đấy nhá! Muốn biết đúng sai, bắt tay làm ngay!",10,Dễ,4,"Cánh gà chặt miếng 3cm, ướp 1m Hạt nêm Aji-ngon® Gà, 1M nước tỏi, 2M nước ngọt xá xị, để thấm 15 phút.
Hành lá cắt khúc 3cm. Tỏi băm vắt lấy 1M nước tỏi, phần xác giữ lại. Ớt khô ngâm mềm.
Xốt xá xị: Phi thơm tỏi, gừng, ớt. Thêm 1M tương ớt Hàn Quốc, 1M tương cà, 8M nước ngọt xá xị, 1/2m Hạt nêm Aji-ngon® Gà, 1M Nước tương “Phú Sĩ” nấu đến khi xốt sệt.
Đun nóng dầu ăn. Áo đều từng miếng gà qua Gia vị nêm sẵn Aji-Quick® Bột chiên giòn, sau đó nhúng vào hỗn hợp Gia vị nêm sẵn Aji-Quick® Bột chiên giòn đã được pha với nước theo tỉ lệ của bao bì. Chiên gà chín vàng, vớt ra để ráo.
Cho cánh gà đã chiên vào chảo xóc đều với xốt. Tắt lửa, rắc mè trắng và hành lá.
Xếp gà ra dĩa, dùng nóng với cơm trắng.
Món ăn ngon đi kèm: Canh tôm rau cần nước",recipe_images/Gà_chiên_xá_xị.jpg
Salad Bí Đỏ,"Món ăn bổ dưỡng, giàu năng lượng cho sĩ tử trước khi bước vào mùa thi căng thẳng. Lưu ngay công thức nào các mẹ ơi!",15,Dễ,4,"Thịt đùi gà lóc bỏ xương, ướp 1m Hạt nêm Aji-ngon® Gà, 1m nước cốt chanh, để thấm 5 đến 10 phút sau đó áp chảo vàng 2 mặt với 1 ít dầu ăn. Để nguội, cắt lát vừa ăn.
Các loại xà lách cắt khúc vừa ăn. Bí đỏ cắt làm tư, sau đó cắt lát mỏng. Cà chua bi cắt đôi. Hành tây cắt khoanh tròn mỏng. Lá húng lủi cắt rối.
Pha xốt: trộn đều 3M mật ong, 2M nước cốt chanh, 2M dầu ôliu, 1/4m muối, 1/4m tiêu, 1M vỏ chanh mài, 1/2M xốt ớt Tabasco, trộn đều.
Nướng áp chảo bí đỏ với bơ và ít muối đến khi xém cạnh cùng với cà chua bi. Để nguội.
Trộn salad: Cho bí đỏ, hành tây, xà lách carol, xà lách tím, cà chua bi, húng lủi vào tô, rưới xốt đã pha vào rồi trộn đều.
Trình bày salad ra đĩa cùng với thịt gà nướng, topping Xốt Mayonnaise Aji-mayo® lên trên. Dùng làm món khai vị.
Món ăn ngon đi kèm: Mực nhồi tôm xốt tiêu xanh",recipe_images/Salad_bí_đỏ.jpg
Ba Rọi Tẩm Trứng Chiên Giòn,"Ba rọi giòn tan, beo béo vị trứng sẵn sàng lên bàn chỉ trong vài phút. Món ăn vặt cho bé, nhâm nhi cho mẹ, ba cũng ké phần chính là đây. Vào bếp trổ tài để kiếm chứng lời mình nói đi nào!",10,Dễ,4,"Thịt ba chỉ lạng bỏ da, sau đó để ngăn đông khoảng 2 tiếng, lấy ra cắt lát mỏng.
Trứng gà đánh tan. Ngò rí băm nhỏ.
Đun nóng dầu ăn, nhúng thịt ba chỉ qua trứng, sau đó lăn qua Gia vị nêm sẵn Aji-Quick® Bột Tẩm Khô Chiên Giòn, đem chiên chín vàng, vớt ra để ráo dầu.
Pha xốt chấm: Trộn đều 3M Xốt Mayonnaise Aji-mayo®, 1m mù tạt vàng, 1/3m tiêu, 1m ngò rí băm.
Trình bày thịt chiên ra dĩa. Dùng nóng, ăn kèm xà lách, dưa leo, rau thơm các loại, chấm xốt đã pha.
Món ăn ngon đi kèm: Salad su su",recipe_images/Ba_rọi_tẩm_trứng_chiên_giòn.jpg
Gà Rim Ngũ Vị,"Một món tưởng chừng khó nấu vì có đến ngũ vị, hóa ra lại vô cùng dễ làm chỉ trong vài bước, và ngon mê ly cho cả gia đình mình dịp cuối tuần. Mẹ hãy thử ngay!",15,Dễ,4,"Gà ướp 2m nước hành tỏi, 2m Hạt nêm Aji-ngon® Heo, 1/2m Bột ngọt AJI-NO-MOTO®, 1M mật ong, 1m ngũ vị hương, 1m Nước tương “Phú Sĩ”, để thấm.
Sả cây đập dập, cắt khúc 3cm. Hành tỏi băm vắt lấy nước, giữ lại phần xác. Hoa hồi rang sơ.
Đun nóng dầu ăn, áp chảo gà săn, vớt ra. Phi thơm hành tỏi, sả với dầu điều, xếp gà lên trên, thêm 1 chén nước dừa tươi và hoa hồi vào rim nhỏ lửa đến khi nước dừa sệt.
Xếp đùi gà ra dĩa, trang trí thêm ớt sợi, cải mầm, rưới nước sốt lên trên. Ăn kèm bánh mì.
Món ăn ngon đi kèm: Đậu hũ hấp nấm Nhật",recipe_images/Gà_rim_ngũ_vị.jpg
Cánh Gà Chiên Tỏi Lá Chanh,"Người chơi hệ ghiền món gà chắc chắn sẽ mê mệt với cánh gà vàng giòn áo nước sốt tỏi mặn ngọt, thơm lừng. Điểm nhẹ lá chanh xanh xanh. Ăn kèm salad thì quả là “đúng bài”! Vào bếp làm món cánh gà chiên tỏi lá chanh ngay thôi nào!",10,Dễ,4,"Cánh gà cắt đôi, khứa phần tỏi gà, ướp 1/2m tiêu, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® Gà, 1M nước chanh, để thấm 5- 10 phút.
Lá chanh cắt chỉ. Ớt sừng cắt lát. Hành tây cắt múi cau.
Đun nóng dầu ăn, chiên gà ngập dầu với lửa vừa đến khi chín vàng, vớt ra để ráo dầu.
Phi thơm 2M tỏi và 1M sả xay, cho 2M nước mắm và 2M nước chanh, 2M đường, 1m Bột ngọt AJI-NO-MOTO® và 1/2m tiêu, 1/4 ngũ vị hương. Tiếp theo cho hành tây, ớt sừng và gà vào xóc đều cho sốt bám đều vào gà. Tắt lửa.
Trình bày gà ra dĩa cùng với xà lách, cà chua, dưa leo và cuối cùng là cho lá chanh thái chỉ lên trên và mè rang.",recipe_images/Cánh_gà_chiên_tỏi_lá_chanh.jpg
Trà Sữa Gạo Rang Thạch Matcha,"Trời tháng 4 bắt đầu nắng nóng rồi, làm ngay ly thức uống top trending Trà sữa gạo rang thạch matcha ngay thôi. Trà sữa béo thơm vị matcha và gạo rang, thêm chút thạch giòn giòn dai dai khiến ta chỉ muốn uống mãi không bao giờ cai.",20,Dễ,4,"Pha 4 gói Trà Matcha Gạo Rang “Blendy” như hướng dẫn bao bì.
Hoà 1 gói trà Trà Matcha Gạo Rang “Blendy” còn lại với 1m bột matcha và 20ml nước ấm.
Trộn đều 50g đường với 2 loại bột rau câu, pha với 500ml nước, để khoảng 10 phút.
Nấu rau câu: Đun nóng hỗn hợp rau câu với lửa nhỏ khoảng 2 phút, sau đó thêm hỗn hợp matcha pha Blendy khuấy đều. Đổ vào khuôn, để nguội, cho vào tủ lạnh.
Rót trà đã pha vào ly, cho lượng thạch vừa đủ và thêm đá, trang trí lá húng lủi. Dùng kèm với bánh pancake.
Món ăn ngon đi kèm: Pancake hạnh nhân đậu đỏ",recipe_images/Trà_sữa_gạo_rang_thạch_matcha.jpg
Hải Sâm Xào Xốt Cay,"Hải Sâm giòn giòn, giữ nguyên vị ngọt từ biển cả, quyện cùng nước sốt sánh sệt có vị cay thanh thanh, xào cùng rau củ tươi ngon. Ăn một miếng cảm nhận vị ngon ngập tràn, lại còn tăng cường sức khỏe. Thử ngay nào!",10,Dễ,4,"Hải sâm chần qua nước rượu và gừng, để ráo, cắt miếng vừa ăn.
Tôm sú bóc vỏ, chừa đuôi, lấy chỉ lưng.
Khuấy đều 1M tương ớt Quảng Nam, 1m đường, 1M Giấm gạo lên men Ajinomoto, 1m Bột ngọt AJI-NO-MOTO®, 1M Nước tương “Phú Sĩ” cho hải sâm và tôm vào trộn đều để thấm 15 phút.
Ớt Đà Lạt, ớt sừng, hành tây và gừng lát cắt hình thoi nhỏ. Băm 1m gừng băm. Hành lá, ngò rí cắt khúc.
Phi thơm tỏi băm, 1M ớt hiểm bằm, 1M gừng bằm và gừng cắt lát với dầu ăn, cho 1M tương ớt Quảng Nam, ớt hiểm khô, hải sâm, tôm vào xào nhanh tay, đảo đều để lửa vừa khoảng 10 phút cho hải sâm chín và thấm gia vị, cuối cùng cho ớt Đà Lạt, ớt sừng vào đảo đều, tắt lửa thêm hành ngò cắt khúc.
Trình bày món ăn ra dĩa, dùng nóng kèm cơm trắng và Nước tương “Phú Sĩ” pha 1m gừng băm.
Món ăn ngon đi kèm: Bắp bò om gừng sả",recipe_images/Hải_sâm_xào_xốt_cay.jpg
Bắp Bò Om Gừng Sả,"Bắp Bò Om Gừng Sả với vị ngon đậm đà, hương thơm cực kỳ “quyến rũ” ăn kèm với bánh mì hay cơm trắng cũng ngon tuyệt đỉnh. Cùng xắn tay vào bếp trổ tài nha!",15,Dễ,4,"Bắp bò rửa sạch, để ráo, cắt khối vừa ăn. Khuấy đều 1M dầu hào, 1/2m muối,1/2m bột ngũ vị hương, 1m Bột ngọt AJI-NO-MOTO®, 3M Nước tương “Phú Sĩ” cho bắp bò vào trộn đều để thấm 20 phút.
Gừng cắt nhuyễn. Tiêu xanh đập dập.
Làm nóng dầu cho gừng, tiêu xanh, sả bằm tỏi củ, hành tím củ vào xào thơm cho bắp bò vào xào săn. Cho nước dừa vào nấu sôi, để nhỏ lửa, đậy nắp om 25 phút, cho phần nước sánh sệt nếm lại vị vừa ăn, tắt lửa. Cho lá gừng cắt nhuyễn vào đảo đều.
Múc bò ra dĩa dùng nóng kèm bánh mì (hoặc) cơm trắng, dưa leo, Nước tương “Phú Sĩ” và ớt cắt lát.
Món ăn ngon đi kèm: Cải thìa xào nấm đông cô thịt cua",recipe_images/Bắp_bò_om_gừng_sả.jpg
Mực Nhồi Tôm Xốt Tiêu Xanh,"Với hướng dẫn từ đầu bếp của Món Ngon Mỗi Ngày, món Mực Nhồi Tôm Xốt Tiêu Xanh tưởng không dễ mà lại dễ không tưởng, còn vị thì lại ngon khó cưỡng! Vào bếp ngay thôi Mẹ ơi!",20,Dễ,4,"Mực làm sạch, chần sơ với nước gừng, lấy đũa đâm lủng phần đuôi hoặc cắt đuôi nhỏ.
Tôm bóc vỏ, cắt hạt lựu. Tiêu xanh đập dập. Gừng tươi băm nhỏ 1m, cắt sợi 1m.
Trộn đều hỗn hợp gồm: 100g giò sống, tôm cắt hạt lựu, 2 đầu mực cắt hạt lựu, 1m gừng băm, 1m tiêu xanh, 1M hành tỏi băm. Nhồi hỗn hợp vào mình mực, cố định đầu mực với tăm.
Nấm nút cắt lát. Bột năng pha loãng với ít nước.
Hấp chín mực trong khoảng 15 phút.
Nấu xốt: Phi thơm 1m gừng cắt sợi với dầu điều, xào chín nấm nút, nêm 1m Bột ngọt AJI-NO-MOTO®, 1/2m Hạt nêm Aji-ngon® Heo, 1/2m đường, 1M tiêu xanh, thêm 1M nước bột năng pha loãng tạo độ sánh.
Mực hấp chín, cắt khúc vừa ăn, xếp ra dĩa và rưới xốt lên trên, trang trí hành lá và ngò rí, dùng nóng với cơm trắng.
Món ăn ngon đi kèm: Bacon xào bông cải măng tây",recipe_images/Mực_nhồi_tôm_xốt_tiêu_xanh.jpg
Ốc Bươu Xào Tiêu Xanh,"Một món ăn cực kỳ “tốn cơm” với vị cay cay của tiêu xanh, vị thơm đặc trưng từ nghệ tươi, tỏi băm khi xào chung với ốc lác càng dậy vị hấp dẫn. Thử ngay chờ chi Mẹ ơi!",20,Dễ,4,"Ốc làm sạch, ướp 1/2M đường, 2M dầu hào, 1M nước tương “Phú Sĩ”, 1/2M Bột ngọt AJI-NO-MOTO® và 1M tiêu xanh đập dập, 1M giấm gạo lên men LISA® của công ty AJINOMOTO®, để thấm 15 phút.
Tiêu xanh đập dập, bỏ cọng, lấy hạt tiêu. Hành tây cắt múi cau. Ớt hiểm đập dập. Nghệ tươi cắt lát.
Xào thơm 1M tỏi băm, 1M tiêu xanh đập dập với dầu ăn, cho nghệ cắt lát, ớt hiểm, thịt ốc vào xào nhanh tay, để lửa vừa 2 phút cho thịt ốc chín. Thêm 2M sa tế và hành tây vào đảo đều, tắt lửa cho ngò gai và lá quế.
Múc ốc xào ra dĩa dùng kèm cơm trắng, Nước tương “Phú Sĩ” và ớt cắt lát.
Món ăn ngon đi kèm: Canh mọc bí ngòi",recipe_images/Ốc_bươu_xào_tiêu_xanh.jpg
Cá Chim Nướng Ớt Xiêm,"Cá chim được ướp với ớt vảy khô, hành tím băm, ớt xiêm,…nướng lên thơm nức mũi, vị thì cay cay chấm kèm với Bột canh & tắc thì còn gì bằng. Cuối tuần trổ tài ngay nha Mẹ ơi!",30,Dễ,4,"Cá làm sạch, khứa trên thân cá, ướp 1m Bột Canh của công ty AJINOMOTO®, 1/2m Bột ngọt AJI-NO-MOTO®, 1/3m tiêu, 1/2m ớt khô, 3 trái ớt xiêm băm và 1M hành tím băm, 1M dầu ăn, để thấm.
Ớt xiêm băm nhỏ. Ngò gai băm nhỏ.
Lót lá chuối hoặc giấy bạc lên vỉ. Đặt cá lên trên, nhét 2 cây hành lá bẻ đôi và 1 trái tắc cắt đôi trong bụng cá.
Làm nóng lò ở 230 độ, nướng cá trong 25 phút.
Pha nước chấm: Giã 2M Bột Canh của công ty AJINOMOTO® với 2 trái ớt xiêm, 2 lá ngò gai. Khi ăn bỏ tắc lát mỏng vào hỗn hợp nước chấm.
Xếp cá ra dĩa, chấm bột canh pha.
Món ăn ngon đi kèm: Canh gà lá é",recipe_images/Cá_chim_nướng_ớt_xiêm.jpg
Tôm Chiên Dừa Xốt Bạc Hà,"“Nâng cấp” món Tôm Chiên khi kết hợp cùng dừa sấy, thêm xốt bạc hà beo béo lạ miệng ăn hoài không ngán. Đơn giản mà lại ngon xuất sắc, vào bếp nhé!",10,Dễ,4,"Tôm bóc vỏ, chẻ lưng ướp 1M nước cốt chanh và 1m ớt bột, trộn đều.
Lá húng lủi băm nhuyễn. Trộn đều 1 gói Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn trộn đều cùng với 70g dừa sấy.
Đun nóng dầu ăn, tẩm đều tôm với hỗn hợp bột tẩm khô và dừa, sau đó chiên tôm lửa vừa đến khi vàng giòn, vớt ra để ráo dầu.
Pha xốt chấm: Trộn đều 3M Xốt Mayonnaise Aji-mayo® với 1M sữa đặc, 1.5M nước cốt chanh, 1M lá húng lủi băm, 1m vỏ chanh mài và 1/2m mù tạc xanh.
Trình bày tôm ra đĩa cùng với xà lách, cà chua và dưa leo, chấm xốt đã pha.
Món ăn ngon đi kèm: Salad dầu giấm trộn Mayonnaise",recipe_images/Tôm_chiên_dừa_xốt_bạc_hà.jpg
Canh Cá Hanh Vị Thái,"Cá hanh chứa nhiều chất dinh dưỡng, lại có vị ngọt thơm đậm đà nên được nhiều người yêu thích. Cùng tham khảo một cách chế biến món cá hanh khác với gợi ý từ đầu bếp “chuẩn xịn” của Món Ngon – món Canh Cá Hanh Vị Thái cực kỳ bắt cơm. Vào bếp ngay thôi!",10,Dễ,4,"Cá làm sạch, khứa hai đường trên mình cá, nhét một ít rau nêm vào bụng cá, ướp 1M Gia vị nêm sẵn Aji-Quick® Lẩu Thái.
Mỡ cắt hạt lựu, phi mỡ nước, cho tỏi vào phi thơm, tắt lửa, múc 2M tỏi phi để riêng, cho cá vào xốc đều.
Đậu rồng cắt xéo. Ngó sen cắt khúc 4cm. Cà bi cắt đôi. Cắt nhỏ lá lốt, rau răm, rau quế.
Đun sôi 1.5L nước, nêm Gia vị nêm sẵn Aji-Quick® Lẩu Thái, nấu cá vừa chín, vớt cá ra để riêng, lần lượt cho cà chua, ngó sen, đậu rồng vào nấu vừa chín tới. Tắt lửa.
Muc canh ra tô, nêm rau thơm, ớt, tỏi phi. Dùng nóng với cơm hoặc bún.
Món ăn ngon đi kèm: Sườn kho bắp non",recipe_images/Canh_cá_hanh_vị_Thái.jpg
Trà Sữa Royal Cookies,"Công thức Trà Sữa “siêu phẩm” cực kỳ ngon với vị trà sữa đậm đà từ Royal Blendy, bánh cookie thơm ngon, Whipping Cream beo béo mà ai cũng mê đây Mẹ ơi! Đãi cả nhà một “chầu” trà sữa hấp dẫn ngay nha!",5,Dễ,4,"Pha cốt trà sữa: Pha 2 gói trà sữa với 40ml nước ấm.
Tách riêng phần kem của bánh cookies, chỉ dùng phần bánh.
Làm lạnh ly trong tủ lạnh.
Xay mịn hỗn hợp gồm cốt trà sữa, bánh cookies, 50ml whipping cream và 180g đá bào.
Đánh bông một ít whipping cream.
Rót trà sữa Royal cookies ra ly, trang trí thêm bánh quế và whipping đánh bông.
Món ăn ngon đi kèm: Pancake thanh long đỏ",recipe_images/Trà_sữa_royal_cookies.jpg
